,Voltage(V),Bare Electrode Current (A),PVP Electrode Current (A),Chitosan Electrode Current(A),Chitosan GO Electrode Current(A)
1309,0.091,-0.00001931,-0.00004414,-0.00008119,-0.00007267
1310,0.09,-0.00001952,-0.00004446,-0.00008055,-0.00007267
1311,0.089,-0.00001973,-0.00004478,-0.00008023,-0.00007267
1312,0.088,-0.00001995,-0.0000451,-0.00007991,-0.00007235
1313,0.087,-0.00002016,-0.0000451,-0.00007927,-0.00007203
1314,0.086,-0.00002038,-0.00004542,-0.00007895,-0.00007203
1315,0.085,-0.00002059,-0.00004574,-0.00007862,-0.00007171
1316,0.084,-0.0000208,-0.00004606,-0.0000783,-0.00007171
1317,0.083,-0.00002105,-0.00004638,-0.00007766,-0.00007171
1318,0.082,-0.00002126,-0.0000467,-0.00007734,-0.00007139
1319,0.081,-0.00002148,-0.00004702,-0.00007702,-0.00007139
1320,0.08,-0.00002169,-0.00004734,-0.00007638,-0.00007107
1321,0.079,-0.0000219,-0.00004766,-0.00007606,-0.00007075
1322,0.078,-0.00002215,-0.00004798,-0.00007574,-0.00007075
1323,0.077,-0.00002236,-0.0000483,-0.00007541,-0.00007043
1324,0.076,-0.00002258,-0.00004862,-0.00007509,-0.00007043
1325,0.075,-0.00002279,-0.00004862,-0.00007445,-0.00007011
1326,0.074,-0.00002303,-0.00004894,-0.00007413,-0.00007011
1327,0.073,-0.00002328,-0.00004926,-0.00007381,-0.00006979
1328,0.072,-0.00002349,-0.00004958,-0.00007349,-0.00006979
1329,0.071,-0.00002371,-0.0000499,-0.00007317,-0.00006947
1330,0.07,-0.00002395,-0.00005022,-0.00007285,-0.00006947
1331,0.069,-0.00002419,-0.00005054,-0.00007252,-0.00006914
1332,0.068,-0.00002441,-0.00005054,-0.0000722,-0.00006882
1333,0.067,-0.00002462,-0.00005086,-0.00007188,-0.00006882
1334,0.066,-0.00002487,-0.00005118,-0.00007124,-0.0000685
1335,0.065,-0.00002511,-0.0000515,-0.00007092,-0.0000685
1336,0.064,-0.00002532,-0.0000515,-0.0000706,-0.00006818
1337,0.063,-0.00002557,-0.00005182,-0.00007028,-0.00006786
1338,0.062,-0.00002581,-0.00005214,-0.00006996,-0.00006786
1339,0.061,-0.00002606,-0.00005246,-0.00006964,-0.00006754
1340,0.06,-0.00002627,-0.00005278,-0.00006931,-0.00006754
1341,0.059,-0.00002652,-0.00005278,-0.00006899,-0.00006754
1342,0.058,-0.00002676,-0.0000531,-0.00006867,-0.00006722
1343,0.057,-0.00002701,-0.00005342,-0.00006835,-0.00006722
1344,0.056,-0.00002722,-0.00005374,-0.00006803,-0.0000669
1345,0.055,-0.00002746,-0.00005406,-0.00006771,-0.00006658
1346,0.054,-0.00002771,-0.00005406,-0.00006739,-0.00006658
1347,0.053,-0.00002795,-0.00005438,-0.00006707,-0.00006626
1348,0.052,-0.0000282,-0.0000547,-0.00006675,-0.00006626
1349,0.051,-0.00002844,-0.0000547,-0.00006675,-0.00006594
1350,0.05,-0.00002869,-0.00005502,-0.00006642,-0.00006594
1351,0.049,-0.00002893,-0.00005534,-0.0000661,-0.00006562
1352,0.048,-0.00002917,-0.00005534,-0.00006578,-0.00006562
1353,0.047,-0.00002942,-0.00005566,-0.00006546,-0.0000653
1354,0.046,-0.00002966,-0.00005598,-0.00006514,-0.0000653
1355,0.045,-0.00002991,-0.0000563,-0.00006482,-0.00006498
1356,0.044,-0.00003015,-0.0000563,-0.0000645,-0.00006498
1357,0.043,-0.0000304,-0.00005662,-0.0000645,-0.00006466
1358,0.042,-0.00003064,-0.00005662,-0.00006418,-0.00006466
1359,0.041,-0.00003089,-0.00005694,-0.00006386,-0.00006434
1360,0.04,-0.00003113,-0.00005726,-0.00006354,-0.00006434
1361,0.039,-0.00003137,-0.00005726,-0.00006321,-0.00006402
1362,0.038,-0.00003162,-0.00005758,-0.00006289,-0.00006402
1363,0.037,-0.00003186,-0.00005758,-0.00006257,-0.0000637
1364,0.036,-0.00003211,-0.0000579,-0.00006257,-0.00006338
1365,0.035,-0.00003235,-0.0000579,-0.00006225,-0.00006338
1366,0.034,-0.0000326,-0.00005822,-0.00006193,-0.00006306
1367,0.033,-0.00003284,-0.00005854,-0.00006193,-0.00006306
1368,0.032,-0.00003309,-0.00005854,-0.00006161,-0.00006274
1369,0.031,-0.00003333,-0.00005886,-0.00006129,-0.00006242
1370,0.03,-0.00003357,-0.00005886,-0.00006097,-0.00006242
1371,0.029,-0.00003382,-0.00005918,-0.00006065,-0.00006242
1372,0.028,-0.00003406,-0.00005918,-0.00006065,-0.0000621
1373,0.027,-0.00003431,-0.0000595,-0.00006032,-0.0000621
1374,0.026,-0.00003455,-0.0000595,-0.00006,-0.0000621
1375,0.025,-0.0000348,-0.00005982,-0.00006,-0.00006178
1376,0.024,-0.00003504,-0.00005982,-0.00005968,-0.00006178
1377,0.023,-0.00003529,-0.00005982,-0.00005936,-0.00006146
1378,0.022,-0.00003553,-0.00006014,-0.00005904,-0.00006146
1379,0.021,-0.00003577,-0.00006014,-0.00005904,-0.00006114
1380,0.02,-0.00003602,-0.00006046,-0.00005872,-0.00006114
1381,0.019,-0.00003626,-0.00006046,-0.0000584,-0.00006082
1382,0.018,-0.00003651,-0.00006078,-0.0000584,-0.00006082
1383,0.017,-0.00003675,-0.00006078,-0.00005808,-0.0000605
1384,0.016,-0.000037,-0.00006078,-0.00005808,-0.0000605
1385,0.015,-0.00003724,-0.0000611,-0.00005776,-0.00006018
1386,0.014,-0.00003748,-0.0000611,-0.00005744,-0.00006018
1387,0.013,-0.00003773,-0.0000611,-0.00005711,-0.00005986
1388,0.012,-0.00003794,-0.00006142,-0.00005711,-0.00005986
1389,0.011,-0.00003819,-0.00006142,-0.00005679,-0.00005954
1390,0.01,-0.00003843,-0.00006142,-0.00005679,-0.00005954
1391,0.009,-0.00003868,-0.00006174,-0.00005647,-0.00005954
1392,0.008,-0.00003892,-0.00006174,-0.00005615,-0.00005922
1393,0.007,-0.00003913,-0.00006174,-0.00005615,-0.0000589
1394,0.006,-0.00003938,-0.00006206,-0.00005583,-0.0000589
1395,0.005,-0.00003962,-0.00006206,-0.00005583,-0.0000589
1396,0.004,-0.00003984,-0.00006206,-0.00005551,-0.00005858
1397,0.003,-0.00004008,-0.00006206,-0.00005551,-0.00005858
1398,0.002,-0.00004033,-0.00006206,-0.00005519,-0.00005858
1399,0.001,-0.00004057,-0.00006238,-0.00005487,-0.00005826
1400,0,-0.00004078,-0.00006238,-0.00005487,-0.00005826
1401,-0.001,-0.00004103,-0.00006238,-0.00005455,-0.00005794
1402,-0.002,-0.00004124,-0.0000627,-0.00005455,-0.00005794
1403,-0.003,-0.00004149,-0.0000627,-0.00005422,-0.00005762
1404,-0.004,-0.0000417,-0.0000627,-0.00005422,-0.00005762
1405,-0.005,-0.00004195,-0.0000627,-0.0000539,-0.00005729
1406,-0.006,-0.00004216,-0.0000627,-0.0000539,-0.00005729
1407,-0.007,-0.0000424,-0.00006302,-0.00005358,-0.00005729
1408,-0.008,-0.00004262,-0.00006302,-0.00005358,-0.00005697
1409,-0.009,-0.00004283,-0.00006302,-0.00005326,-0.00005697
1410,-0.01,-0.00004305,-0.00006302,-0.00005326,-0.00005697
1411,-0.011,-0.00004326,-0.00006302,-0.00005294,-0.00005665
1412,-0.012,-0.00004347,-0.00006334,-0.00005294,-0.00005665
1413,-0.013,-0.00004369,-0.00006302,-0.00005262,-0.00005633
1414,-0.014,-0.00004393,-0.00006334,-0.00005262,-0.00005633
1415,-0.015,-0.00004411,-0.00006334,-0.0000523,-0.00005633
1416,-0.016,-0.00004433,-0.00006334,-0.0000523,-0.00005601
1417,-0.017,-0.00004454,-0.00006334,-0.00005198,-0.00005569
1418,-0.018,-0.00004476,-0.00006334,-0.00005198,-0.00005601
1419,-0.019,-0.00004497,-0.00006334,-0.00005166,-0.00005569
1420,-0.02,-0.00004518,-0.00006334,-0.00005166,-0.00005569
1421,-0.021,-0.00004537,-0.00006334,-0.00005134,-0.00005537
1422,-0.022,-0.00004558,-0.00006334,-0.00005134,-0.00005537
1423,-0.023,-0.0000458,-0.00006334,-0.00005101,-0.00005505
1424,-0.024,-0.00004598,-0.00006334,-0.00005101,-0.00005505
1425,-0.025,-0.00004619,-0.00006334,-0.00005101,-0.00005473
1426,-0.026,-0.00004638,-0.00006334,-0.00005069,-0.00005505
1427,-0.027,-0.00004659,-0.00006366,-0.00005069,-0.00005473
1428,-0.028,-0.00004677,-0.00006366,-0.00005037,-0.00005473
1429,-0.029,-0.00004696,-0.00006334,-0.00005005,-0.00005441
1430,-0.03,-0.00004717,-0.00006334,-0.00005005,-0.00005441
1431,-0.031,-0.00004735,-0.00006366,-0.00005005,-0.00005409
1432,-0.032,-0.00004754,-0.00006366,-0.00004973,-0.00005409
1433,-0.033,-0.00004772,-0.00006366,-0.00004973,-0.00005409
1434,-0.034,-0.0000479,-0.00006334,-0.00004973,-0.00005409
1435,-0.035,-0.00004809,-0.00006334,-0.00004941,-0.00005377
1436,-0.036,-0.00004827,-0.00006334,-0.00004941,-0.00005377
1437,-0.037,-0.00004842,-0.00006334,-0.00004909,-0.00005377
1438,-0.038,-0.00004861,-0.00006334,-0.00004909,-0.00005377
1439,-0.039,-0.00004879,-0.00006334,-0.00004909,-0.00005345
1440,-0.04,-0.00004897,-0.00006334,-0.00004877,-0.00005345
1441,-0.041,-0.00004913,-0.00006334,-0.00004877,-0.00005313
1442,-0.042,-0.00004931,-0.00006334,-0.00004845,-0.00005313
1443,-0.043,-0.00004946,-0.00006334,-0.00004845,-0.00005281
1444,-0.044,-0.00004961,-0.00006334,-0.00004845,-0.00005281
1445,-0.045,-0.0000498,-0.00006334,-0.00004812,-0.00005281
1446,-0.046,-0.00004995,-0.00006334,-0.00004812,-0.00005281
1447,-0.047,-0.0000501,-0.00006302,-0.0000478,-0.00005249
1448,-0.048,-0.00005026,-0.00006302,-0.0000478,-0.00005249
1449,-0.049,-0.00005041,-0.00006302,-0.0000478,-0.00005217
1450,-0.05,-0.00005056,-0.00006302,-0.0000478,-0.00005217
1451,-0.051,-0.00005071,-0.00006302,-0.00004748,-0.00005217
1452,-0.052,-0.00005087,-0.00006302,-0.00004716,-0.00005217
1453,-0.053,-0.00005102,-0.00006302,-0.00004716,-0.00005185
1454,-0.054,-0.00005114,-0.0000627,-0.00004716,-0.00005185
1455,-0.055,-0.00005129,-0.0000627,-0.00004684,-0.00005185
1456,-0.056,-0.00005145,-0.0000627,-0.00004684,-0.00005153
1457,-0.057,-0.00005157,-0.0000627,-0.00004684,-0.00005153
1458,-0.058,-0.00005172,-0.0000627,-0.00004652,-0.00005153
1459,-0.059,-0.00005184,-0.0000627,-0.00004652,-0.00005121
1460,-0.06,-0.00005197,-0.0000627,-0.00004652,-0.00005121
1461,-0.061,-0.00005209,-0.00006238,-0.0000462,-0.00005121
1462,-0.062,-0.00005224,-0.00006238,-0.0000462,-0.00005121
1463,-0.063,-0.00005233,-0.00006238,-0.0000462,-0.00005089
1464,-0.064,-0.00005246,-0.00006238,-0.00004588,-0.00005089
1465,-0.065,-0.00005258,-0.00006238,-0.00004588,-0.00005057
1466,-0.066,-0.0000527,-0.00006206,-0.00004588,-0.00005057
1467,-0.067,-0.00005282,-0.00006206,-0.00004588,-0.00005057
1468,-0.068,-0.00005294,-0.00006206,-0.00004556,-0.00005057
1469,-0.069,-0.00005304,-0.00006206,-0.00004556,-0.00005057
1470,-0.07,-0.00005316,-0.00006206,-0.00004524,-0.00005025
1471,-0.071,-0.00005325,-0.00006206,-0.00004524,-0.00005025
1472,-0.072,-0.00005334,-0.00006174,-0.00004524,-0.00005025
1473,-0.073,-0.00005343,-0.00006174,-0.00004491,-0.00004993
1474,-0.074,-0.00005356,-0.00006174,-0.00004491,-0.00004993
1475,-0.075,-0.00005365,-0.00006174,-0.00004491,-0.00004993
1476,-0.076,-0.00005374,-0.00006142,-0.00004491,-0.00004961
1477,-0.077,-0.00005383,-0.00006142,-0.00004459,-0.00004961
1478,-0.078,-0.00005389,-0.00006142,-0.00004459,-0.00004961
1479,-0.079,-0.00005398,-0.0000611,-0.00004459,-0.00004961
1480,-0.08,-0.00005408,-0.0000611,-0.00004459,-0.00004929
1481,-0.081,-0.00005417,-0.0000611,-0.00004427,-0.00004929
1482,-0.082,-0.00005426,-0.0000611,-0.00004427,-0.00004929
1483,-0.083,-0.00005432,-0.00006078,-0.00004427,-0.00004897
1484,-0.084,-0.00005441,-0.00006078,-0.00004395,-0.00004897
1485,-0.085,-0.00005447,-0.00006078,-0.00004395,-0.00004897
1486,-0.086,-0.00005453,-0.00006078,-0.00004395,-0.00004865
1487,-0.087,-0.00005459,-0.00006046,-0.00004363,-0.00004865
1488,-0.088,-0.00005466,-0.00006046,-0.00004363,-0.00004865
1489,-0.089,-0.00005475,-0.00006046,-0.00004363,-0.00004833
1490,-0.09,-0.00005478,-0.00006046,-0.00004363,-0.00004865
1491,-0.091,-0.00005487,-0.00006014,-0.00004331,-0.00004833
1492,-0.092,-0.0000549,-0.00006014,-0.00004331,-0.00004833
1493,-0.093,-0.00005496,-0.00006014,-0.00004331,-0.00004833
1494,-0.094,-0.00005502,-0.00005982,-0.00004299,-0.00004833
1495,-0.095,-0.00005505,-0.00005982,-0.00004299,-0.00004801
1496,-0.096,-0.00005511,-0.00005982,-0.00004299,-0.00004801
1497,-0.097,-0.00005514,-0.0000595,-0.00004267,-0.00004769
1498,-0.098,-0.00005521,-0.0000595,-0.00004267,-0.00004769
1499,-0.099,-0.00005524,-0.0000595,-0.00004267,-0.00004769
1500,-0.1,-0.00005527,-0.0000595,-0.00004267,-0.00004769
1501,-0.101,-0.00005533,-0.0000595,-0.00004235,-0.00004769
1502,-0.102,-0.00005536,-0.00005918,-0.00004235,-0.00004737
1503,-0.103,-0.00005539,-0.00005918,-0.00004235,-0.00004737
1504,-0.104,-0.00005542,-0.00005918,-0.00004235,-0.00004737
1505,-0.105,-0.00005545,-0.00005886,-0.00004202,-0.00004705
1506,-0.106,-0.00005548,-0.00005886,-0.00004202,-0.00004705
1507,-0.107,-0.00005551,-0.00005854,-0.00004202,-0.00004705
1508,-0.108,-0.00005551,-0.00005854,-0.00004202,-0.00004705
1509,-0.109,-0.00005554,-0.00005854,-0.0000417,-0.00004705
1510,-0.11,-0.00005554,-0.00005854,-0.0000417,-0.00004673
1511,-0.111,-0.00005557,-0.00005822,-0.0000417,-0.00004673
1512,-0.112,-0.00005557,-0.00005822,-0.0000417,-0.00004673
1513,-0.113,-0.0000556,-0.00005822,-0.00004138,-0.00004641
1514,-0.114,-0.0000556,-0.00005822,-0.00004138,-0.00004641
1515,-0.115,-0.0000556,-0.0000579,-0.00004138,-0.00004641
1516,-0.116,-0.00005563,-0.0000579,-0.00004138,-0.00004641
1517,-0.117,-0.00005563,-0.00005758,-0.00004106,-0.00004641
1518,-0.118,-0.00005563,-0.00005758,-0.00004106,-0.00004609
1519,-0.119,-0.0000556,-0.00005758,-0.00004106,-0.00004609
1520,-0.12,-0.00005563,-0.00005726,-0.00004106,-0.00004609
1521,-0.121,-0.0000556,-0.00005726,-0.00004106,-0.00004577
1522,-0.122,-0.0000556,-0.00005726,-0.00004074,-0.00004577
1523,-0.123,-0.0000556,-0.00005694,-0.00004074,-0.00004577
1524,-0.124,-0.0000556,-0.00005694,-0.00004074,-0.00004577
1525,-0.125,-0.00005557,-0.00005694,-0.00004074,-0.00004577
1526,-0.126,-0.00005557,-0.00005662,-0.00004074,-0.00004544
1527,-0.127,-0.00005557,-0.00005662,-0.00004042,-0.00004544
1528,-0.128,-0.00005554,-0.00005662,-0.00004042,-0.00004544
1529,-0.129,-0.00005551,-0.00005662,-0.00004042,-0.00004544
1530,-0.13,-0.00005551,-0.0000563,-0.00004042,-0.00004512
1531,-0.131,-0.00005548,-0.0000563,-0.0000401,-0.00004512
1532,-0.132,-0.00005548,-0.0000563,-0.0000401,-0.00004512
1533,-0.133,-0.00005545,-0.00005598,-0.0000401,-0.00004512
1534,-0.134,-0.00005542,-0.00005598,-0.0000401,-0.0000448
1535,-0.135,-0.00005539,-0.00005598,-0.00003978,-0.0000448
1536,-0.136,-0.00005536,-0.00005566,-0.00003978,-0.0000448
1537,-0.137,-0.00005533,-0.00005566,-0.00003978,-0.00004448
1538,-0.138,-0.0000553,-0.00005566,-0.00003978,-0.0000448
1539,-0.139,-0.00005527,-0.00005534,-0.00003978,-0.0000448
1540,-0.14,-0.00005524,-0.00005534,-0.00003978,-0.00004448
1541,-0.141,-0.00005517,-0.00005534,-0.00003946,-0.00004448
1542,-0.142,-0.00005517,-0.00005502,-0.00003946,-0.00004448
1543,-0.143,-0.00005511,-0.00005502,-0.00003946,-0.00004448
1544,-0.144,-0.00005508,-0.00005502,-0.00003946,-0.00004416
1545,-0.145,-0.00005502,-0.00005502,-0.00003913,-0.00004416
1546,-0.146,-0.00005499,-0.0000547,-0.00003913,-0.00004416
1547,-0.147,-0.00005496,-0.00005438,-0.00003913,-0.00004416
1548,-0.148,-0.0000549,-0.00005438,-0.00003913,-0.00004384
1549,-0.149,-0.00005487,-0.00005438,-0.00003913,-0.00004384
1550,-0.15,-0.00005481,-0.00005438,-0.00003881,-0.00004384
1551,-0.151,-0.00005475,-0.00005406,-0.00003881,-0.00004384
1552,-0.152,-0.00005472,-0.00005406,-0.00003881,-0.00004352
1553,-0.153,-0.00005466,-0.00005406,-0.00003881,-0.00004352
1554,-0.154,-0.00005459,-0.00005374,-0.00003881,-0.00004352
1555,-0.155,-0.00005456,-0.00005374,-0.00003881,-0.00004352
1556,-0.156,-0.0000545,-0.00005374,-0.00003849,-0.00004352
1557,-0.157,-0.00005444,-0.00005374,-0.00003849,-0.0000432
1558,-0.158,-0.00005438,-0.00005342,-0.00003849,-0.0000432
1559,-0.159,-0.00005432,-0.00005342,-0.00003849,-0.0000432
1560,-0.16,-0.00005426,-0.00005342,-0.00003849,-0.0000432
1561,-0.161,-0.0000542,-0.0000531,-0.00003817,-0.0000432
1562,-0.162,-0.00005414,-0.0000531,-0.00003817,-0.00004288
1563,-0.163,-0.00005408,-0.0000531,-0.00003817,-0.00004288
1564,-0.164,-0.00005401,-0.00005278,-0.00003817,-0.00004288
1565,-0.165,-0.00005395,-0.00005278,-0.00003817,-0.00004288
1566,-0.166,-0.00005389,-0.00005278,-0.00003817,-0.00004288
1567,-0.167,-0.00005383,-0.00005278,-0.00003817,-0.00004288
1568,-0.168,-0.00005377,-0.00005246,-0.00003785,-0.00004256
1569,-0.169,-0.00005371,-0.00005246,-0.00003785,-0.00004256
1570,-0.17,-0.00005362,-0.00005246,-0.00003785,-0.00004256
1571,-0.171,-0.00005356,-0.00005214,-0.00003785,-0.00004256
1572,-0.172,-0.00005349,-0.00005214,-0.00003753,-0.00004224
1573,-0.173,-0.00005343,-0.00005214,-0.00003785,-0.00004224
1574,-0.174,-0.00005334,-0.00005182,-0.00003753,-0.00004224
1575,-0.175,-0.00005328,-0.00005182,-0.00003753,-0.00004224
1576,-0.176,-0.00005322,-0.00005182,-0.00003753,-0.00004224
1577,-0.177,-0.00005313,-0.00005182,-0.00003721,-0.00004192
1578,-0.178,-0.00005307,-0.0000515,-0.00003721,-0.00004224
1579,-0.179,-0.00005301,-0.0000515,-0.00003721,-0.00004192
1580,-0.18,-0.00005291,-0.0000515,-0.00003721,-0.00004192
1581,-0.181,-0.00005282,-0.00005118,-0.00003721,-0.00004192
1582,-0.182,-0.00005276,-0.00005118,-0.00003721,-0.00004192
1583,-0.183,-0.00005267,-0.00005118,-0.00003721,-0.00004192
1584,-0.184,-0.00005261,-0.00005118,-0.00003689,-0.0000416
1585,-0.185,-0.00005252,-0.00005086,-0.00003721,-0.0000416
1586,-0.186,-0.00005246,-0.00005086,-0.00003689,-0.0000416
1587,-0.187,-0.00005236,-0.00005086,-0.00003689,-0.0000416
1588,-0.188,-0.0000523,-0.00005054,-0.00003689,-0.0000416
1589,-0.189,-0.00005221,-0.00005054,-0.00003689,-0.00004128
1590,-0.19,-0.00005215,-0.00005054,-0.00003657,-0.00004128
1591,-0.191,-0.00005206,-0.00005054,-0.00003657,-0.00004128
1592,-0.192,-0.00005197,-0.00005022,-0.00003657,-0.00004128
1593,-0.193,-0.00005188,-0.00005022,-0.00003657,-0.00004128
1594,-0.194,-0.00005181,-0.00005022,-0.00003657,-0.00004128
1595,-0.195,-0.00005172,-0.00005022,-0.00003657,-0.00004128
1596,-0.196,-0.00005166,-0.0000499,-0.00003657,-0.00004096
1597,-0.197,-0.00005157,-0.0000499,-0.00003625,-0.00004096
1598,-0.198,-0.00005148,-0.0000499,-0.00003625,-0.00004096
1599,-0.199,-0.00005139,-0.00004958,-0.00003625,-0.00004096
1600,-0.2,-0.00005126,-0.00004862,-0.00003592,-0.00003744
1601,-0.199,-0.00005044,-0.00004766,-0.0000356,-0.0000368
1602,-0.198,-0.00004964,-0.0000467,-0.00003528,-0.00003616
1603,-0.197,-0.00004897,-0.00004638,-0.00003528,-0.00003616
1604,-0.196,-0.00004836,-0.00004574,-0.00003496,-0.00003552
1605,-0.195,-0.00004778,-0.00004542,-0.00003496,-0.00003552
1606,-0.194,-0.00004726,-0.00004478,-0.00003496,-0.0000352
1607,-0.193,-0.00004674,-0.00004446,-0.00003464,-0.00003488
1608,-0.192,-0.00004628,-0.00004414,-0.00003464,-0.00003488
1609,-0.191,-0.00004583,-0.00004382,-0.00003464,-0.00003456
1610,-0.19,-0.0000454,-0.0000435,-0.00003432,-0.00003424
1611,-0.189,-0.00004497,-0.00004318,-0.00003432,-0.00003424
1612,-0.188,-0.00004454,-0.00004286,-0.00003432,-0.00003392
1613,-0.187,-0.00004418,-0.00004254,-0.000034,-0.00003359
1614,-0.186,-0.00004381,-0.00004222,-0.000034,-0.00003359
1615,-0.185,-0.00004341,-0.0000419,-0.000034,-0.00003327
1616,-0.184,-0.00004308,-0.00004158,-0.00003368,-0.00003327
1617,-0.183,-0.00004271,-0.00004126,-0.00003368,-0.00003327
1618,-0.182,-0.00004237,-0.00004094,-0.00003368,-0.00003295
1619,-0.181,-0.00004204,-0.00004062,-0.00003336,-0.00003295
1620,-0.18,-0.0000417,-0.0000403,-0.00003336,-0.00003263
1621,-0.179,-0.0000414,-0.0000403,-0.00003336,-0.00003263
1622,-0.178,-0.00004109,-0.00003998,-0.00003336,-0.00003263
1623,-0.177,-0.00004075,-0.00003966,-0.00003303,-0.00003231
1624,-0.176,-0.00004048,-0.00003934,-0.00003303,-0.00003199
1625,-0.175,-0.00004017,-0.00003902,-0.00003303,-0.00003231
1626,-0.174,-0.00003987,-0.00003902,-0.00003303,-0.00003199
1627,-0.173,-0.00003959,-0.0000387,-0.00003271,-0.00003167
1628,-0.172,-0.00003932,-0.00003838,-0.00003271,-0.00003167
1629,-0.171,-0.00003904,-0.00003838,-0.00003271,-0.00003167
1630,-0.17,-0.00003874,-0.00003806,-0.00003271,-0.00003135
1631,-0.169,-0.00003849,-0.00003774,-0.00003239,-0.00003135
1632,-0.168,-0.00003822,-0.00003774,-0.00003239,-0.00003135
1633,-0.167,-0.00003797,-0.00003742,-0.00003239,-0.00003135
1634,-0.166,-0.0000377,-0.0000371,-0.00003239,-0.00003103
1635,-0.165,-0.00003745,-0.0000371,-0.00003207,-0.00003071
1636,-0.164,-0.00003721,-0.00003678,-0.00003207,-0.00003071
1637,-0.163,-0.00003697,-0.00003646,-0.00003207,-0.00003071
1638,-0.162,-0.00003669,-0.00003646,-0.00003207,-0.00003071
1639,-0.161,-0.00003648,-0.00003614,-0.00003175,-0.00003039
1640,-0.16,-0.00003623,-0.00003582,-0.00003175,-0.00003039
1641,-0.159,-0.00003599,-0.00003582,-0.00003175,-0.00003039
1642,-0.158,-0.00003574,-0.0000355,-0.00003175,-0.00003039
1643,-0.157,-0.00003553,-0.0000355,-0.00003143,-0.00003007
1644,-0.156,-0.00003529,-0.00003518,-0.00003143,-0.00003007
1645,-0.155,-0.00003507,-0.00003518,-0.00003143,-0.00002975
1646,-0.154,-0.00003486,-0.00003486,-0.00003143,-0.00002975
1647,-0.153,-0.00003464,-0.00003454,-0.00003111,-0.00002975
1648,-0.152,-0.0000344,-0.00003454,-0.00003111,-0.00002975
1649,-0.151,-0.00003419,-0.00003422,-0.00003111,-0.00002943
1650,-0.15,-0.00003397,-0.00003422,-0.00003111,-0.00002943
1651,-0.149,-0.00003376,-0.0000339,-0.00003111,-0.00002911
1652,-0.148,-0.00003354,-0.0000339,-0.00003079,-0.00002911
1653,-0.147,-0.00003333,-0.00003358,-0.00003079,-0.00002911
1654,-0.146,-0.00003315,-0.00003358,-0.00003079,-0.00002911
1655,-0.145,-0.00003293,-0.00003326,-0.00003079,-0.00002879
1656,-0.144,-0.00003272,-0.00003326,-0.00003079,-0.00002879
1657,-0.143,-0.00003254,-0.00003294,-0.00003047,-0.00002879
1658,-0.142,-0.00003232,-0.00003262,-0.00003047,-0.00002879
1659,-0.141,-0.00003214,-0.00003262,-0.00003047,-0.00002847
1660,-0.14,-0.00003192,-0.0000323,-0.00003015,-0.00002847
1661,-0.139,-0.00003174,-0.0000323,-0.00003047,-0.00002847
1662,-0.138,-0.00003156,-0.0000323,-0.00003015,-0.00002847
1663,-0.137,-0.00003134,-0.00003198,-0.00003015,-0.00002815
1664,-0.136,-0.00003116,-0.00003198,-0.00003015,-0.00002815
1665,-0.135,-0.00003098,-0.00003166,-0.00003015,-0.00002815
1666,-0.134,-0.00003079,-0.00003166,-0.00002982,-0.00002815
1667,-0.133,-0.00003058,-0.00003133,-0.00003015,-0.00002783
1668,-0.132,-0.0000304,-0.00003101,-0.00002982,-0.00002783
1669,-0.131,-0.00003024,-0.00003101,-0.00002982,-0.00002783
1670,-0.13,-0.00003006,-0.00003101,-0.00002982,-0.00002783
1671,-0.129,-0.00002988,-0.00003069,-0.00002982,-0.00002751
1672,-0.128,-0.00002969,-0.00003069,-0.00002982,-0.00002751
1673,-0.127,-0.00002951,-0.00003037,-0.0000295,-0.00002751
1674,-0.126,-0.00002933,-0.00003037,-0.0000295,-0.00002751
1675,-0.125,-0.00002914,-0.00003005,-0.0000295,-0.00002719
1676,-0.124,-0.00002896,-0.00003005,-0.0000295,-0.00002751
1677,-0.123,-0.00002881,-0.00003005,-0.00002918,-0.00002687
1678,-0.122,-0.00002862,-0.00002973,-0.00002918,-0.00002719
1679,-0.121,-0.00002847,-0.00002973,-0.00002918,-0.00002687
1680,-0.12,-0.00002829,-0.00002941,-0.00002918,-0.00002687
1681,-0.119,-0.00002811,-0.00002941,-0.00002918,-0.00002687
1682,-0.118,-0.00002795,-0.00002909,-0.00002918,-0.00002687
1683,-0.117,-0.00002777,-0.00002909,-0.00002886,-0.00002655
1684,-0.116,-0.00002759,-0.00002877,-0.00002886,-0.00002655
1685,-0.115,-0.00002743,-0.00002877,-0.00002886,-0.00002655
1686,-0.114,-0.00002728,-0.00002877,-0.00002886,-0.00002655
1687,-0.113,-0.0000271,-0.00002845,-0.00002886,-0.00002623
1688,-0.112,-0.00002691,-0.00002845,-0.00002854,-0.00002655
1689,-0.111,-0.00002676,-0.00002813,-0.00002854,-0.00002623
1690,-0.11,-0.00002661,-0.00002813,-0.00002854,-0.00002623
1691,-0.109,-0.00002646,-0.00002781,-0.00002854,-0.00002623
1692,-0.108,-0.00002627,-0.00002781,-0.00002854,-0.00002623
1693,-0.107,-0.00002612,-0.00002781,-0.00002854,-0.00002591
1694,-0.106,-0.00002597,-0.00002749,-0.00002854,-0.00002623
1695,-0.105,-0.00002581,-0.00002749,-0.00002822,-0.00002591
1696,-0.104,-0.00002563,-0.00002717,-0.00002822,-0.00002591
1697,-0.103,-0.00002548,-0.00002717,-0.00002822,-0.00002559
